DATE,Block,Plot,Rotation,Quadrat,Wavelength,Reflectance,ID,2016-07-27_Incidence,2016-07-27_Severity,2016-08-05_Incidence,2016-08-05_Severity,2016-08-15_Incidence,2016-08-15_Severity,2016-08-22_Incidence,2016-08-22_Severity,2016-08-29_Incidence,2016-08-29_Severity,2016-09-06_Incidence,2016-09-06_Severity
11/08/2016,3,36,S3,3615,510,3.625,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,3,36,S3,3616,510,3.385,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,3,36,S3,3617,510,3.08,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,3,36,S3,3618,510,3.275,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
11/08/2016,3,36,S3,3619,510,3.105,SDS_2016,0,0,0,0,0,0,0.625,5,6.25,50,12.5,52
11/08/2016,3,36,S3,3620,510,2.995,SDS_2016,0,0,0,0,2.5,3,3.75,5,5,10,30,30
11/08/2016,4,43,S4,4301,510,3.02,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4302,510,3.13,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4303,510,2.98,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4304,510,2.96,SDS_2016,0,0,0,0,0,0,1.25,15,1.25,20,1.25,35
11/08/2016,4,43,S4,4305,510,2.96,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4306,510,2.975,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4307,510,3.115,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4308,510,2.84,SDS_2016,0,0,0,0,0,0,0,0,3.75,10,1.25,25
11/08/2016,4,43,S4,4309,510,3.33,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,20
11/08/2016,4,43,S4,4310,510,2.885,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,25
11/08/2016,4,43,S4,4311,510,3.08,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4312,510,2.975,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4313,510,3.165,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,15
11/08/2016,4,43,S4,4314,510,2.785,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,60
11/08/2016,4,43,S4,4315,510,2.89,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,25
11/08/2016,4,43,S4,4316,510,2.92,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,30
11/08/2016,4,43,S4,4317,510,3.145,SDS_2016,0,0,0,0,0,0,0,0,2.5,15,1.25,70
11/08/2016,4,43,S4,4318,510,3.29,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4319,510,2.975,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,43,S4,4320,510,3.09,SDS_2016,0,0,0,0,0,0,3.125,10,5,10,28,50
11/08/2016,4,45,S2,4501,510,3.15,SDS_2016,0,0,0,0,0,0,0,0,3.125,25,30,40
11/08/2016,4,45,S2,4502,510,3.16,SDS_2016,0,0,0,0,0,0,1.25,5,6.25,15,50,68
11/08/2016,4,45,S2,4503,510,2.94,SDS_2016,0,0,0,0,0,0,0,0,8.125,5,72,60
11/08/2016,4,45,S2,4504,510,3.555,SDS_2016,0,0,0,0,1.25,5,6.25,20,6.25,20,47,72
11/08/2016,4,45,S2,4505,510,3.785,SDS_2016,0,0,0,0,0.625,2,6.25,25,50,25,75,85
11/08/2016,4,45,S2,4506,510,3.105,SDS_2016,0,0,0,0,0,0,1.875,5,12.5,10,68,65
11/08/2016,4,45,S2,4507,510,3.16,SDS_2016,0,0,0,0,1.875,5,6.25,20,40,20,88,84
11/08/2016,4,45,S2,4508,510,2.775,SDS_2016,0,0,0,0,3.125,5,6.25,15,60,35,40,85
11/08/2016,4,45,S2,4509,510,2.975,SDS_2016,0,0,0,0,0,0,0,0,20,10,23,60
11/08/2016,4,45,S2,4510,510,2.75,SDS_2016,0,0,0,0,0.625,5,6.25,10,35,20,53,60
11/08/2016,4,45,S2,4511,510,3.09,SDS_2016,0,0,0,0,2.5,3,20,5,30,20,85,80
11/08/2016,4,45,S2,4512,510,2.82,SDS_2016,0,0,0,0,15.625,9,60,40,65,60,95,90
11/08/2016,4,45,S2,4513,510,2.95,SDS_2016,0,0,0,0,2.5,4,30,20,35,35,92,85
11/08/2016,4,45,S2,4514,510,2.99,SDS_2016,0,0,0,0,1.25,4,10,50,30,20,78,65
11/08/2016,4,45,S2,4515,510,3.085,SDS_2016,0,0,0,0,1.25,5,12,20,45,25,72,70
11/08/2016,4,45,S2,4516,510,3.035,SDS_2016,0,0,0,0,0,0,3.125,5,40,20,55,50
11/08/2016,4,45,S2,4517,510,3.16,SDS_2016,0,0,0,0,1.25,4,3.125,15,25,35,45,85
11/08/2016,4,45,S2,4518,510,3.005,SDS_2016,0,0,0,0,2.5,5,25,40,45,50,64,90
11/08/2016,4,45,S2,4519,510,2.955,SDS_2016,0.625,2,0.625,10,2.5,10,15,25,65,40,75,85
11/08/2016,4,45,S2,4520,510,2.955,SDS_2016,0,0,0,0,5.625,5,10,30,25,40,65,60
11/08/2016,4,47,S3,4701,510,3.06,SDS_2016,0,0,0,0,0.625,5,0.625,20,1,30,1.25,45
11/08/2016,4,47,S3,4702,510,3.095,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4703,510,3.145,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,10
11/08/2016,4,47,S3,4704,510,3.21,SDS_2016,0,0,0,0,0,0,0,0,0.625,40,0.625,42
11/08/2016,4,47,S3,4705,510,2.99,SDS_2016,0,0,0,0,0,0,1.25,15,2.5,15,2.5,40
11/08/2016,4,47,S3,4706,510,3.32,SDS_2016,0,0,0,0,3.125,5,35,25,60,50,90,88
11/08/2016,4,47,S3,4707,510,2.765,SDS_2016,0,0,0,0,2.5,5,20,20,45,40,65,85
11/08/2016,4,47,S3,4708,510,2.98,SDS_2016,0,0,0,0,0,0,1.25,25,12.5,55,55,70
11/08/2016,4,47,S3,4709,510,3.45,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,1.875,60
11/08/2016,4,47,S3,4710,510,3.37,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4711,510,3.61,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,4.375,60
11/08/2016,4,47,S3,4712,510,2.88,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,40
11/08/2016,4,47,S3,4713,510,3.135,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4714,510,3.07,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4715,510,3.205,SDS_2016,0,0,0,0,0,0,0,0,0.625,20,0.625,90
11/08/2016,4,47,S3,4716,510,2.96,SDS_2016,0,0,0,0,0,0,0,0,0.625,5,0.625,25
11/08/2016,4,47,S3,4717,510,3,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4718,510,3.275,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2016,4,47,S3,4719,510,3.03,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,55
11/08/2016,4,47,S3,4720,510,2.905,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1201,510,1.89,SDS_2016,0,0,0,0,0,0,0,0,50,30,70,50
18/08/2016,1,12,S4,1202,510,2.205,SDS_2016,0,0,0,0,0,0,3.125,5,7.5,50,50,60
18/08/2016,1,12,S4,1203,510,2.135,SDS_2016,0,0,0,0,0,0,0,0,1.875,5,15,10
18/08/2016,1,12,S4,1204,510,2.155,SDS_2016,0,0,0,0,0,0,0,0,0,0,4,30
18/08/2016,1,12,S4,1205,510,2.35,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1206,510,2.12,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1207,510,2.22,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1208,510,2.21,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1209,510,2.02,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1210,510,2.13,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1211,510,2.03,SDS_2016,0,0,0,0,0,0,0,0,3.125,20,5.625,30
18/08/2016,1,12,S4,1212,510,2.07,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1213,510,2.18,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1214,510,2.02,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1215,510,1.915,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1216,510,1.925,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,12,S4,1217,510,2,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
18/08/2016,1,12,S4,1218,510,1.955,SDS_2016,0,0,0,0,0,0,0,0,10,40,20,45
18/08/2016,1,12,S4,1219,510,2.305,SDS_2016,0,0,0,0,0,0,0,0,90,95,0.625,20
18/08/2016,1,12,S4,1220,510,1.985,SDS_2016,0,0,0,0,1.25,15,5.625,20,20,40,65,60
18/08/2016,1,15,S3,1501,510,2.005,SDS_2016,0,0,0,0,14.375,15,80,40,15,40,95,85
18/08/2016,1,15,S3,1502,510,1.83,SDS_2016,0,0,0,0,1.875,10,25,30,15,40,65,50
18/08/2016,1,15,S3,1503,510,1.915,SDS_2016,0,0,0,0,0.625,10,20,25,70,50,80,65
18/08/2016,1,15,S3,1504,510,1.935,SDS_2016,0,0,0,0,0.625,5,15,20,15,25,65,70
18/08/2016,1,15,S3,1505,510,1.92,SDS_2016,0,0,0,0,3.75,10,50,35,1.875,20,80,75
18/08/2016,1,15,S3,1506,510,2.085,SDS_2016,0,0,0,0,0,0,0,0,0.625,15,55,45
18/08/2016,1,15,S3,1507,510,1.94,SDS_2016,0,0,0,0,0,0,0,0,6.25,30,30,40
18/08/2016,1,15,S3,1508,510,1.99,SDS_2016,0,0,0,0,0,0,0,0,2.5,25,1.25,30
18/08/2016,1,15,S3,1509,510,1.915,SDS_2016,0,0,0,0,0.625,5,3.125,30,0,0,35,60
18/08/2016,1,15,S3,1510,510,1.86,SDS_2016,0,0,0,0,0,0,0.625,25,8.125,25,45,40
18/08/2016,1,15,S3,1511,510,1.685,SDS_2016,0,0,0,0,0,0,0,0,9.375,25,35,35
18/08/2016,1,15,S3,1512,510,1.79,SDS_2016,0,0,0,0,0,0,3.75,20,6.875,35,45,60
18/08/2016,1,15,S3,1513,510,2.765,SDS_2016,0,0,0,0,0,0,0,0,0,0,40,50
18/08/2016,1,15,S3,1514,510,1.99,SDS_2016,0,0,0,0,0,0,0,0,0,0,6.25,30
18/08/2016,1,15,S3,1515,510,2.31,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,1,15,S3,1516,510,1.985,SDS_2016,0,0,0,0,0,0,0,0,7,20,40,44
18/08/2016,1,15,S3,1517,510,2.195,SDS_2016,0,0,0,0,17.5,10,45,60,65,70,95,85
18/08/2016,1,15,S3,1518,510,2.095,SDS_2016,0.625,5,0.625,5,17.5,10,70,50,70,70,95,90
18/08/2016,1,15,S3,1519,510,1.995,SDS_2016,0,0,0,0,0,0,3.75,10,10,50,40,60
18/08/2016,1,15,S3,1520,510,2.08,SDS_2016,0,0,0,0,0,0,0,0,6.25,20,55,60
18/08/2016,1,19,S2,1901,510,2.24,SDS_2016,0.625,1,1.25,5,75,20,100,60,95,75,100,95
18/08/2016,1,19,S2,1902,510,2.13,SDS_2016,0.625,1,1.25,5,60,20,80,50,80,80,95,90
18/08/2016,1,19,S2,1903,510,2.135,SDS_2016,0,0,0,0,50,15,90,70,80,80,96,90
18/08/2016,1,19,S2,1904,510,2.35,SDS_2016,0,0,0,0,40,5,70,60,85,75,90,90
18/08/2016,1,19,S2,1905,510,2.24,SDS_2016,0,0,0,0,8.75,5,40,30,60,65,90,80
18/08/2016,1,19,S2,1906,510,2.005,SDS_2016,0,0,0,0,18.125,10,80,50,80,70,95,85
18/08/2016,1,19,S2,1907,510,2.055,SDS_2016,0,0,0,0,13.75,5,80,50,95,70,93,90
18/08/2016,1,19,S2,1908,510,1.985,SDS_2016,0,0,0,0,15,10,85,60,90,80,95,90
18/08/2016,1,19,S2,1909,510,1.985,SDS_2016,0.625,1,4.375,20,10.625,5,80,35,80,70,96,90
18/08/2016,1,19,S2,1910,510,2.01,SDS_2016,0,0,0,0,5,5,70,30,80,50,92,85
18/08/2016,1,19,S2,1911,510,1.98,SDS_2016,0,0,0,0,17.5,5,75,35,80,50,90,85
18/08/2016,1,19,S2,1912,510,2.105,SDS_2016,0.625,1,0.625,15,6.25,5,50,25,55,50,80,80
18/08/2016,1,19,S2,1913,510,1.99,SDS_2016,0,0,0,0,3.125,5,20,15,30,25,70,75
18/08/2016,1,19,S2,1914,510,1.94,SDS_2016,0,0,0,0,3.125,5,30,10,40,20,81,75
18/08/2016,1,19,S2,1915,510,2.145,SDS_2016,0,0,0,0,1.25,5,20,15,30,25,70,70
18/08/2016,1,19,S2,1916,510,2.215,SDS_2016,0,0,0,0,1.875,5,20,15,40,30,92,85
18/08/2016,1,19,S2,1917,510,1.995,SDS_2016,0.625,2,1.875,15,21.25,10,85,40,95,75,97,90
18/08/2016,1,19,S2,1918,510,2.115,SDS_2016,1.25,5,11.875,15,70,20,90,60,95,85,99,95
18/08/2016,1,19,S2,1919,510,2.175,SDS_2016,1.25,5,2.5,10,50,10,80,40,90,80,98,90
18/08/2016,1,19,S2,1920,510,1.84,SDS_2016,0,0,0,0,5,5,30,15,50,40,85,75
18/08/2016,2,21,S4,2101,510,2.1,SDS_2016,0,0,0,0,0,0,1.875,15,1.875,30,9.375,50
18/08/2016,2,21,S4,2102,510,2.21,SDS_2016,0,0,0,0,0,0,1.875,20,4.375,25,35,50
18/08/2016,2,21,S4,2103,510,2.06,SDS_2016,0,0,0,0,0,0,0,0,3.125,20,30,45
18/08/2016,2,21,S4,2104,510,3.27,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,10
18/08/2016,2,21,S4,2105,510,3.295,SDS_2016,0,0,0,0,0,0,0,0,0.625,5,1.875,10
18/08/2016,2,21,S4,2106,510,3.315,SDS_2016,0,0,0,0,0,0,0,0,1.25,30,5.625,40
18/08/2016,2,21,S4,2107,510,2.26,SDS_2016,0,0,0,0,0,0,1.25,20,5,30,5,35
18/08/2016,2,21,S4,2108,510,2.03,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.125,30
18/08/2016,2,21,S4,2109,510,2.165,SDS_2016,0,0,0,0,0,0,0,0,2.5,30,25,45
18/08/2016,2,21,S4,2110,510,2.13,SDS_2016,0,0,0,0,0,0,0,0,3.125,50,35,55
18/08/2016,2,21,S4,2111,510,2.03,SDS_2016,0,0,0,0,1.25,5,3.125,10,6.25,30,75,45
18/08/2016,2,21,S4,2112,510,2.025,SDS_2016,0,0,0,0,0,0,1.25,15,12.5,30,72,60
18/08/2016,2,21,S4,2113,510,1.945,SDS_2016,0,0,0,0,1.25,5,3.75,15,6.25,30,70,65
18/08/2016,2,21,S4,2114,510,2.08,SDS_2016,0,0,0,0,3.125,5,5,15,2.5,15,30,60
18/08/2016,2,21,S4,2115,510,1.97,SDS_2016,0,0,0,0,1.875,5,3.125,10,9.375,15,57,60
18/08/2016,2,21,S4,2116,510,1.875,SDS_2016,0,0,0,0,0.625,5,6.25,10,9.375,30,80,70
18/08/2016,2,21,S4,2117,510,1.765,SDS_2016,0,0,0,0,6.25,5,6.25,10,31.25,25,70,60
18/08/2016,2,21,S4,2118,510,2,SDS_2016,0,0,0,0,0,0,30,25,43.75,30,88,75
18/08/2016,2,21,S4,2119,510,1.825,SDS_2016,0,0,0,0,0,0,0,0,0,0,12,30
18/08/2016,2,21,S4,2120,510,1.76,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,2,26,S3,2601,510,2.36,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,2,26,S3,2602,510,2.12,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.125,5
18/08/2016,2,26,S3,2603,510,2.12,SDS_2016,0,0,0,0,0,0,0,0,0,0,30,35
18/08/2016,2,26,S3,2604,510,2.265,SDS_2016,0,0,0,0,0,0,1.25,5,3.125,5,3.75,20
18/08/2016,2,26,S3,2605,510,1.955,SDS_2016,0,0,0,0,0,0,0,0,1.25,20,30,30
18/08/2016,2,26,S3,2606,510,2.175,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,25,30
18/08/2016,2,26,S3,2607,510,2.16,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.75,20
18/08/2016,2,26,S3,2608,510,2.29,SDS_2016,0,0,0,0,0,0,0,0,0.625,30,2.5,35
18/08/2016,2,26,S3,2609,510,2.24,SDS_2016,0,0,0,0,0,0,5,15,10,30,27,50
18/08/2016,2,26,S3,2610,510,1.96,SDS_2016,0,0,0,0,0,0,20,20,25,40,35,50
18/08/2016,2,26,S3,2611,510,2.525,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,10
18/08/2016,2,26,S3,2612,510,2.17,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,2,26,S3,2613,510,2.125,SDS_2016,0,0,0,0,3.75,5,3.75,30,7.5,35,30,40
18/08/2016,2,26,S3,2614,510,2.045,SDS_2016,0,0,0,0,0,0,35,25,70,60,90,85
18/08/2016,2,26,S3,2615,510,2.335,SDS_2016,0,0,0,0,0,0,0,0,0,0,2.5,25
18/08/2016,2,26,S3,2616,510,2.005,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,2,26,S3,2617,510,2.185,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,5
18/08/2016,2,26,S3,2618,510,2.23,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,5
18/08/2016,2,26,S3,2619,510,2.095,SDS_2016,0,0,0,0,0,0,1.875,10,5,20,22,50
18/08/2016,2,26,S3,2620,510,2.08,SDS_2016,0,0,0,0,0,0,1.25,15,9.375,25,25,50
18/08/2016,2,27,S2,2701,510,1.995,SDS_2016,0,0,0,0,0,0,0,0,18.75,20,80,70
18/08/2016,2,27,S2,2702,510,2.195,SDS_2016,0,0,0,0,0,0,1.25,5,15.625,10,70,50
18/08/2016,2,27,S2,2703,510,1.98,SDS_2016,0,0,0,0,0,0,0,0,0,0,20,30
18/08/2016,2,27,S2,2704,510,2.205,SDS_2016,0,0,0,0,0,0,0,0,2.5,5,60,50
18/08/2016,2,27,S2,2705,510,2.17,SDS_2016,0,0,0,0,0,0,1.875,10,30,30,75,70
18/08/2016,2,27,S2,2706,510,2.02,SDS_2016,0,0,0,0,0,0,2.5,10,6.25,20,60,50
18/08/2016,2,27,S2,2707,510,2.35,SDS_2016,0,0,0,0,0,0,3.125,10,25,20,80,60
18/08/2016,2,27,S2,2708,510,1.955,SDS_2016,0,0,0,0,0.625,5,1.875,10,8.125,20,30,40
18/08/2016,2,27,S2,2709,510,2.085,SDS_2016,0,0,0,0,0,0,0,0,5.625,10,30,40
18/08/2016,2,27,S2,2710,510,2.075,SDS_2016,0,0,0,0,0,0,1.875,5,30,25,65,70
18/08/2016,2,27,S2,2711,510,2.21,SDS_2016,0,0,0,0,0,0,3.125,3,5,15,5,15
18/08/2016,2,27,S2,2712,510,2.065,SDS_2016,0,0,0,0,0.625,5,0.625,10,0.625,15,5,30
18/08/2016,2,27,S2,2713,510,2.305,SDS_2016,0,0,0,0,0,0,0,0,0,0,10,25
18/08/2016,2,27,S2,2714,510,2.095,SDS_2016,0,0,0,0,0,0,0,0,0,0,15,25
18/08/2016,2,27,S2,2715,510,2.035,SDS_2016,0,0,0,0,0,0,1.25,5,5,5,35,50
18/08/2016,2,27,S2,2716,510,2.1,SDS_2016,0,0,0,0,0,0,0,0,1.875,5,12,20
18/08/2016,2,27,S2,2717,510,1.97,SDS_2016,0,0,0,0,0,0,0,0,6.875,10,60,40
18/08/2016,2,27,S2,2718,510,1.97,SDS_2016,0,0,0,0,1.25,30,3.75,50,35,50,85,70
18/08/2016,2,27,S2,2719,510,2.13,SDS_2016,0,0,0,0,4.375,3,10,15,65,35,90,75
18/08/2016,2,27,S2,2720,510,1.98,SDS_2016,0,0,0,0,2.5,5,1.25,15,70,50,89,70
18/08/2016,3,31,S4,3101,510,2.565,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3102,510,2.395,SDS_2016,0,0,0,0,0,0,0.625,5,2.5,25,10,40
18/08/2016,3,31,S4,3103,510,2.445,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3104,510,2.865,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3105,510,2.375,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3106,510,2.37,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3107,510,2.61,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3108,510,2.625,SDS_2016,0,0,0,0,0,0,0,0,0,20,5.625,30
18/08/2016,3,31,S4,3109,510,2.495,SDS_2016,0,0,0,0,0,0,1.25,10,0,0,3.125,25
18/08/2016,3,31,S4,3110,510,2.33,SDS_2016,0,0,0,0,0,0,0,0,0,5,55,40
18/08/2016,3,31,S4,3111,510,2.605,SDS_2016,0,0,0,0,0,0,0,0,0,10,15,35
18/08/2016,3,31,S4,3112,510,2.565,SDS_2016,0,0,0,0,0,0,0,0,0,3,45,40
18/08/2016,3,31,S4,3113,510,2.96,SDS_2016,0,0,0,0,0,0,0,0,0,30,1.875,33
18/08/2016,3,31,S4,3114,510,2.515,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3115,510,2.525,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3116,510,2.425,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3117,510,2.395,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,31,S4,3118,510,2.565,SDS_2016,0,0,0,0,0,0,3.125,5,0,20,65,60
18/08/2016,3,31,S4,3119,510,2.725,SDS_2016,0,0,0,0,0,0,0,0,10,20,68,60
18/08/2016,3,31,S4,3120,510,2.55,SDS_2016,0,0,0,0,0,0,1.25,10,6.25,20,40,65
18/08/2016,3,35,S2,3501,510,2.645,SDS_2016,0,0,0,0,7.5,15,75,50,75,80,95,90
18/08/2016,3,35,S2,3502,510,2.505,SDS_2016,0,0,0,0,3.75,5,30,30,85,75,90,85
18/08/2016,3,35,S2,3503,510,2.445,SDS_2016,0,0,0,0,3.75,5,25,30,75,60,91,85
18/08/2016,3,35,S2,3504,510,2.785,SDS_2016,0,0,0,0,1.875,2,20,25,65,70,86,85
18/08/2016,3,35,S2,3505,510,2.485,SDS_2016,0,0,0,0,1.875,2,20,40,40,50,80,80
18/08/2016,3,35,S2,3506,510,2.765,SDS_2016,0,0,0,0,1.25,2,20,30,45,50,78,75
18/08/2016,3,35,S2,3507,510,2.48,SDS_2016,0,0,0,0,3.75,5,30,20,50,45,82,75
18/08/2016,3,35,S2,3508,510,2.615,SDS_2016,0,0,0,0,3.75,4,25,35,50,60,79,90
18/08/2016,3,35,S2,3509,510,2.615,SDS_2016,0,0,0,0,0.625,1,10,15,40,20,73,65
18/08/2016,3,35,S2,3510,510,2.815,SDS_2016,0,0,0,0,0.625,3,10,20,75,65,82,80
18/08/2016,3,35,S2,3511,510,2.585,SDS_2016,0,0,0,0,1.25,3,15,10,60,30,88,70
18/08/2016,3,35,S2,3512,510,2.67,SDS_2016,0,0,0,0,0,0,5,15,30,30,80,65
18/08/2016,3,35,S2,3513,510,2.695,SDS_2016,0,0,0,0,6.25,5,40,50,85,70,95,90
18/08/2016,3,35,S2,3514,510,2.315,SDS_2016,0,0,0,0,11.25,5,40,30,90,70,96,85
18/08/2016,3,35,S2,3515,510,2.52,SDS_2016,1.875,5,3.75,10,20.625,10,90,50,95,85,98,90
18/08/2016,3,35,S2,3516,510,2.535,SDS_2016,0,0,1.25,5,8.125,7,70,50,90,80,97,70
18/08/2016,3,35,S2,3517,510,2.475,SDS_2016,0.625,1,1.25,10,8.75,5,75,40,90,75,98,91
18/08/2016,3,35,S2,3518,510,2.58,SDS_2016,0,0,0.625,1,13.75,8,70,50,90,80,97,84
18/08/2016,3,35,S2,3519,510,2.63,SDS_2016,0,0,0,0,5,4,40,20,80,70,98,86
18/08/2016,3,35,S2,3520,510,2.45,SDS_2016,0.625,2,0.625,5,13.75,10,50,40,80,80,96,80
18/08/2016,3,36,S3,3601,510,2.485,SDS_2016,0,0,0.625,2,50,15,90,60,100,90,100,100
18/08/2016,3,36,S3,3602,510,2.665,SDS_2016,0,0,0,0,20,10,75,50,90,90,100,92
18/08/2016,3,36,S3,3603,510,2.92,SDS_2016,0,0,0,0,1.25,5,3.75,30,30,30,63,70
18/08/2016,3,36,S3,3604,510,2.46,SDS_2016,0,0,0,0,0,0,0,0,1.875,30,23,75
18/08/2016,3,36,S3,3605,510,2.43,SDS_2016,0,0,0,0,0,0,0,0,0,0,7,67
18/08/2016,3,36,S3,3606,510,2.965,SDS_2016,0,0,0,0,0.625,2,0,15,50,40,87,70
18/08/2016,3,36,S3,3607,510,3.575,SDS_2016,0,0,0,0,0,0,1.25,10,6.25,40,35,45
18/08/2016,3,36,S3,3608,510,2.58,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,5,32
18/08/2016,3,36,S3,3609,510,2.535,SDS_2016,0,0,0,0,0.625,5,0.625,60,0.625,5,2.5,40
18/08/2016,3,36,S3,3610,510,2.575,SDS_2016,0,0,0,0,0,0,0,0,2.5,10,23,40
18/08/2016,3,36,S3,3611,510,2.685,SDS_2016,0,0,0,0,0,0,0,0,0,0,2.5,5
18/08/2016,3,36,S3,3612,510,2.905,SDS_2016,0,0,0,0,0,0,0,0,3.125,50,3.125,10
18/08/2016,3,36,S3,3613,510,2.965,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,10
18/08/2016,3,36,S3,3614,510,2.92,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,36,S3,3615,510,2.69,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,36,S3,3616,510,2.83,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,36,S3,3617,510,2.655,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2016,3,36,S3,3618,510,2.545,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
18/08/2016,3,36,S3,3619,510,2.555,SDS_2016,0,0,0,0,0,0,0.625,5,6.25,50,12.5,52
18/08/2016,3,36,S3,3620,510,2.64,SDS_2016,0,0,0,0,2.5,3,3.75,5,5,10,30,30
